X,Y,FWHM,FWHM Error
6970.480059,-17015.8043,9.312333,0.12716
7020.480059,-17015.8043,8.3875,0.126545
7070.480059,-17015.8043,7.604341,0.111489
7120.480059,-17015.8043,7.456818,0.107545
7170.480059,-17015.8043,7.205697,0.107513
7220.480059,-17015.8043,7.37718,0.111522
7270.480059,-17015.8043,7.814491,0.117125
7320.480059,-17015.8043,7.456955,0.114555
7370.480059,-17015.8043,7.499945,0.111442
7420.480059,-17015.8043,7.961133,0.103148
7470.480059,-17015.8043,8.392614,0.096928
7520.480059,-17015.8043,9.31864,0.101529
7570.480059,-17015.8043,9.488554,0.112673
7620.480059,-17015.8043,7.981775,0.114921
7670.480059,-17015.8043,7.207215,0.105103
7720.480059,-17015.8043,7.358293,0.10552
7770.480059,-17015.8043,7.769381,0.109975
7820.480059,-17015.8043,8.677757,0.114892
7870.480059,-17015.8043,9.372121,0.113149
7920.480059,-17015.8043,8.577673,0.117105
7970.480059,-17015.8043,7.779044,0.119971
8020.480059,-17015.8043,7.500088,0.122749
8070.480059,-17015.8043,7.305708,0.120312
8120.480059,-17015.8043,7.647114,0.121061
8170.480059,-17015.8043,8.64356,0.122121
8220.480059,-17015.8043,9.116397,0.116091
8270.480059,-17015.8043,8.658663,0.115055
8320.480059,-17015.8043,8.4545,0.120257
8370.480059,-17015.8043,9.951339,0.116951
8420.480059,-17015.8043,10.164148,0.109446
8470.480059,-17015.8043,8.497281,0.115323
8520.480059,-17015.8043,7.804063,0.11274
8570.480059,-17015.8043,7.428042,0.112557
8620.480059,-17015.8043,7.181065,0.110258
8670.480059,-17015.8043,7.297855,0.11053
8720.480059,-17015.8043,7.14614,0.104419
8770.480059,-17015.8043,7.357041,0.10857
8820.480059,-17015.8043,8.655759,0.125446
8870.480059,-17015.8043,9.782383,0.120887
8920.480059,-17015.8043,8.973022,0.122749
8970.480059,-17015.8043,8.541511,0.121825
9020.480059,-17015.8043,8.941244,0.116695
9070.480059,-17015.8043,8.24852,0.112065
9120.480059,-17015.8043,7.817561,0.112785
9170.480059,-17015.8043,8.129546,0.120695
9220.480059,-17015.8043,7.662508,0.11594
9270.480059,-17015.8043,7.321896,0.108568
9320.480059,-17015.8043,7.887119,0.115584
9370.480059,-17015.8043,8.921416,0.123202
9420.480059,-17015.8043,9.577018,0.121169
9470.480059,-17015.8043,10.058566,0.117446
9520.480059,-17015.8043,10.440079,0.119377
9570.480059,-17015.8043,10.225975,0.123286
9620.480059,-17015.8043,9.266358,0.121776
9670.480059,-17015.8043,8.511266,0.117459
6420.480059,-16965.8043,6.4342,0.082699
6470.480059,-16965.8043,6.790487,0.088591
6520.480059,-16965.8043,7.499213,0.098043
6570.480059,-16965.8043,8.24807,0.105827
6620.480059,-16965.8043,8.636288,0.106875
6670.480059,-16965.8043,8.174495,0.105305
6720.480059,-16965.8043,7.582976,0.104854
6770.480059,-16965.8043,7.158352,0.104018
6820.480059,-16965.8043,7.057002,0.102229
6870.480059,-16965.8043,7.546841,0.106023
6920.480059,-16965.8043,8.520194,0.114464
6970.480059,-16965.8043,8.67583,0.123406
7020.480059,-16965.8043,7.827069,0.119936
7070.480059,-16965.8043,6.901184,0.098154
7120.480059,-16965.8043,6.658348,0.088772
7170.480059,-16965.8043,6.85797,0.094006
7220.480059,-16965.8043,7.598149,0.106803
7270.480059,-16965.8043,8.296023,0.112739
7320.480059,-16965.8043,8.072062,0.115219
7370.480059,-16965.8043,8.148183,0.117725
7420.480059,-16965.8043,8.568406,0.110901
7470.480059,-16965.8043,8.946793,0.100985
7520.480059,-16965.8043,9.409982,0.101431
7570.480059,-16965.8043,8.804108,0.114304
7620.480059,-16965.8043,7.633256,0.112897
7670.480059,-16965.8043,7.512388,0.112781
7720.480059,-16965.8043,7.869135,0.11768
7770.480059,-16965.8043,7.841887,0.117203
7820.480059,-16965.8043,7.946302,0.115689
7870.480059,-16965.8043,8.825202,0.118221
7920.480059,-16965.8043,9.418873,0.116
7970.480059,-16965.8043,9.344781,0.123885
8020.480059,-16965.8043,9.032983,0.130644
8070.480059,-16965.8043,8.217857,0.13107
8120.480059,-16965.8043,8.175997,0.132394
8170.480059,-16965.8043,9.674232,0.129322
8220.480059,-16965.8043,10.665161,0.106479
8270.480059,-16965.8043,9.88065,0.10916
8320.480059,-16965.8043,8.733809,0.114318
8370.480059,-16965.8043,8.974746,0.115718
8420.480059,-16965.8043,9.160416,0.116479
8470.480059,-16965.8043,8.690911,0.123167
8520.480059,-16965.8043,8.516401,0.129412
8570.480059,-16965.8043,7.754765,0.123645
8620.480059,-16965.8043,7.229079,0.110156
8670.480059,-16965.8043,7.242592,0.105603
8720.480059,-16965.8043,7.32585,0.105625
8770.480059,-16965.8043,7.704472,0.112917
8820.480059,-16965.8043,8.478699,0.122527
8870.480059,-16965.8043,9.430735,0.120488
8920.480059,-16965.8043,9.2795,0.118208
8970.480059,-16965.8043,9.449045,0.120391
9020.480059,-16965.8043,10.487,0.114615
9070.480059,-16965.8043,10.059267,0.114999
9120.480059,-16965.8043,9.190053,0.121476
9170.480059,-16965.8043,8.684719,0.124319
9220.480059,-16965.8043,7.519731,0.112955
9270.480059,-16965.8043,7.155423,0.105774
9320.480059,-16965.8043,7.955291,0.118462
9370.480059,-16965.8043,9.19501,0.124075
9420.480059,-16965.8043,9.713811,0.116631
9470.480059,-16965.8043,9.748528,0.11657
9520.480059,-16965.8043,9.631984,0.127256
9570.480059,-16965.8043,9.655415,0.131581
9620.480059,-16965.8043,9.285678,0.120129
9670.480059,-16965.8043,8.523719,0.106863
6420.480059,-16915.8043,6.573645,0.089577
6470.480059,-16915.8043,6.826545,0.092184
6520.480059,-16915.8043,7.517802,0.099603
6570.480059,-16915.8043,8.650571,0.1061
6620.480059,-16915.8043,9.230407,0.10397
6670.480059,-16915.8043,8.517376,0.105228
6720.480059,-16915.8043,7.58244,0.10383
6770.480059,-16915.8043,7.242204,0.103462
6820.480059,-16915.8043,7.458147,0.105107
6870.480059,-16915.8043,7.623911,0.104193
6920.480059,-16915.8043,7.777318,0.107958
6970.480059,-16915.8043,7.948102,0.113963
7020.480059,-16915.8043,7.669766,0.109319
7070.480059,-16915.8043,6.910314,0.091106
7120.480059,-16915.8043,6.607197,0.082519
7170.480059,-16915.8043,6.98948,0.091662
7220.480059,-16915.8043,7.93638,0.107747
7270.480059,-16915.8043,8.181527,0.113333
7320.480059,-16915.8043,8.003002,0.115951
7370.480059,-16915.8043,8.440907,0.124064
7420.480059,-16915.8043,8.961492,0.121189
7470.480059,-16915.8043,8.957893,0.110844
7520.480059,-16915.8043,8.711961,0.108396
7570.480059,-16915.8043,7.896389,0.109611
7620.480059,-16915.8043,7.582718,0.107997
7670.480059,-16915.8043,8.063507,0.113361
7720.480059,-16915.8043,8.04263,0.117115
7770.480059,-16915.8043,7.555903,0.115406
7820.480059,-16915.8043,7.274233,0.111036
7870.480059,-16915.8043,7.897021,0.11789
7920.480059,-16915.8043,9.149011,0.11774
7970.480059,-16915.8043,9.669275,0.115168
8020.480059,-16915.8043,9.236963,0.12057
8070.480059,-16915.8043,8.342332,0.125217
8120.480059,-16915.8043,8.332877,0.128789
8170.480059,-16915.8043,9.490963,0.127911
8220.480059,-16915.8043,10.508415,0.113733
8270.480059,-16915.8043,10.090765,0.116624
8320.480059,-16915.8043,8.527414,0.116185
8370.480059,-16915.8043,7.764275,0.108785
8420.480059,-16915.8043,7.80186,0.113182
8470.480059,-16915.8043,8.289471,0.125995
8520.480059,-16915.8043,8.893274,0.136206
8570.480059,-16915.8043,8.35791,0.135163
8620.480059,-16915.8043,7.529154,0.116909
8670.480059,-16915.8043,7.306394,0.108027
8720.480059,-16915.8043,7.628145,0.112346
8770.480059,-16915.8043,7.81493,0.114398
8820.480059,-16915.8043,7.730367,0.11529
8870.480059,-16915.8043,8.23719,0.121055
8920.480059,-16915.8043,8.474469,0.118541
8970.480059,-16915.8043,9.051176,0.118194
9020.480059,-16915.8043,10.950952,0.113022
9070.480059,-16915.8043,11.748492,0.119844
9120.480059,-16915.8043,10.666519,0.11688
9170.480059,-16915.8043,9.259166,0.125306
9220.480059,-16915.8043,8.057951,0.119727
9270.480059,-16915.8043,7.604149,0.113893
9320.480059,-16915.8043,7.917743,0.118921
9370.480059,-16915.8043,8.827239,0.121428
9420.480059,-16915.8043,9.634785,0.113527
9470.480059,-16915.8043,9.955448,0.112214
9520.480059,-16915.8043,10.262144,0.11994
9570.480059,-16915.8043,10.423338,0.124709
9620.480059,-16915.8043,9.884601,0.118842
9670.480059,-16915.8043,9.158968,0.112211
6420.480059,-16865.8043,7.308487,0.107284
6470.480059,-16865.8043,7.326376,0.103055
6520.480059,-16865.8043,7.557872,0.101632
6570.480059,-16865.8043,8.382749,0.106272
6620.480059,-16865.8043,8.611079,0.106424
6670.480059,-16865.8043,7.78967,0.102032
6720.480059,-16865.8043,7.149463,0.096621
6770.480059,-16865.8043,7.202713,0.10077
6820.480059,-16865.8043,7.885067,0.107591
6870.480059,-16865.8043,8.004623,0.10594
6920.480059,-16865.8043,7.673366,0.107187
6970.480059,-16865.8043,7.803188,0.114624
7020.480059,-16865.8043,7.710908,0.110739
7070.480059,-16865.8043,6.974305,0.093729
7120.480059,-16865.8043,6.647142,0.085836
7170.480059,-16865.8043,7.123819,0.096961
7220.480059,-16865.8043,7.921451,0.113987
7270.480059,-16865.8043,7.567233,0.114343
7320.480059,-16865.8043,7.618861,0.114591
7370.480059,-16865.8043,8.761116,0.127162
7420.480059,-16865.8043,9.25347,0.127253
7470.480059,-16865.8043,8.717066,0.119382
7520.480059,-16865.8043,8.231196,0.111536
7570.480059,-16865.8043,7.610265,0.105306
7620.480059,-16865.8043,7.598038,0.101566
7670.480059,-16865.8043,8.007681,0.104031
7720.480059,-16865.8043,7.984007,0.107996
7770.480059,-16865.8043,8.105036,0.115719
7820.480059,-16865.8043,7.980263,0.120168
7870.480059,-16865.8043,8.242604,0.122792
7920.480059,-16865.8043,9.365509,0.119169
7970.480059,-16865.8043,10.014316,0.1094
8020.480059,-16865.8043,9.340796,0.117454
8070.480059,-16865.8043,8.427752,0.121727
8120.480059,-16865.8043,8.218441,0.120165
8170.480059,-16865.8043,8.3295,0.120711
8220.480059,-16865.8043,8.499107,0.127902
8270.480059,-16865.8043,8.352503,0.128367
8320.480059,-16865.8043,7.68517,0.115106
8370.480059,-16865.8043,7.304136,0.106355
8420.480059,-16865.8043,7.119324,0.107004
8470.480059,-16865.8043,7.373512,0.115639
8520.480059,-16865.8043,8.173065,0.126564
8570.480059,-16865.8043,8.382268,0.133246
8620.480059,-16865.8043,7.74139,0.121493
8670.480059,-16865.8043,7.356939,0.110484
8720.480059,-16865.8043,7.540196,0.110738
8770.480059,-16865.8043,7.400524,0.109379
8820.480059,-16865.8043,7.248564,0.109682
8870.480059,-16865.8043,7.601887,0.115323
8920.480059,-16865.8043,7.749884,0.111933
8970.480059,-16865.8043,8.293862,0.113162
9020.480059,-16865.8043,10.508814,0.111761
9070.480059,-16865.8043,12.238716,0.131758
9120.480059,-16865.8043,11.123592,0.113538
9170.480059,-16865.8043,9.417118,0.125386
9220.480059,-16865.8043,8.868263,0.127387
9270.480059,-16865.8043,8.400832,0.1272
9320.480059,-16865.8043,8.042306,0.123564
9370.480059,-16865.8043,8.377416,0.121486
9420.480059,-16865.8043,9.357457,0.119861
9470.480059,-16865.8043,10.343085,0.110533
9520.480059,-16865.8043,10.455191,0.110199
9570.480059,-16865.8043,9.725122,0.122761
9620.480059,-16865.8043,8.852001,0.132599
9670.480059,-16865.8043,8.582542,0.13511
6420.480059,-16815.8043,8.820004,0.12409
6470.480059,-16815.8043,8.582583,0.115257
6520.480059,-16815.8043,8.234403,0.108274
6570.480059,-16815.8043,8.651547,0.107539
6620.480059,-16815.8043,8.34282,0.105834
6670.480059,-16815.8043,7.28325,0.095908
6720.480059,-16815.8043,6.84049,0.088294
6770.480059,-16815.8043,7.064428,0.09429
6820.480059,-16815.8043,7.732018,0.10493
6870.480059,-16815.8043,7.817152,0.105582
6920.480059,-16815.8043,7.706402,0.108367
6970.480059,-16815.8043,8.131534,0.119153
7020.480059,-16815.8043,7.894644,0.117058
7070.480059,-16815.8043,6.94689,0.099615
7120.480059,-16815.8043,6.576155,0.091197
7170.480059,-16815.8043,6.974871,0.100768
7220.480059,-16815.8043,7.458757,0.113631
7270.480059,-16815.8043,7.264934,0.112398
7320.480059,-16815.8043,7.892545,0.117192
7370.480059,-16815.8043,9.315101,0.12352
7420.480059,-16815.8043,9.02647,0.127871
7470.480059,-16815.8043,8.28038,0.122335
7520.480059,-16815.8043,8.413641,0.115412
7570.480059,-16815.8043,8.191287,0.107652
7620.480059,-16815.8043,7.964132,0.100472
7670.480059,-16815.8043,7.878324,0.101714
7720.480059,-16815.8043,7.961422,0.10639
7770.480059,-16815.8043,8.893633,0.112924
7820.480059,-16815.8043,9.206266,0.117014
7870.480059,-16815.8043,9.390197,0.120447
7920.480059,-16815.8043,10.509919,0.110702
7970.480059,-16815.8043,11.15661,0.09911
8020.480059,-16815.8043,10.306223,0.112073
8070.480059,-16815.8043,8.882159,0.12419
8120.480059,-16815.8043,7.996643,0.117671
8170.480059,-16815.8043,7.715792,0.114469
8220.480059,-16815.8043,7.689265,0.123785
8270.480059,-16815.8043,7.485753,0.124426
8320.480059,-16815.8043,7.383376,0.117057
8370.480059,-16815.8043,7.637679,0.117565
8420.480059,-16815.8043,7.348864,0.115489
8470.480059,-16815.8043,7.409609,0.117873
8520.480059,-16815.8043,8.30796,0.125127
8570.480059,-16815.8043,8.654563,0.129295
8620.480059,-16815.8043,7.918347,0.121075
8670.480059,-16815.8043,7.597375,0.112301
8720.480059,-16815.8043,7.544851,0.110587
8770.480059,-16815.8043,7.298426,0.109311
8820.480059,-16815.8043,7.726968,0.115366
8870.480059,-16815.8043,8.57219,0.117794
8920.480059,-16815.8043,8.295555,0.11191
8970.480059,-16815.8043,8.017664,0.109973
9020.480059,-16815.8043,9.617016,0.117214
9070.480059,-16815.8043,11.883461,0.113773
9120.480059,-16815.8043,11.495122,0.102218
9170.480059,-16815.8043,10.172857,0.111916
9220.480059,-16815.8043,9.711304,0.121418
9270.480059,-16815.8043,8.649968,0.127662
9320.480059,-16815.8043,7.500841,0.117058
9370.480059,-16815.8043,7.127485,0.110227
9420.480059,-16815.8043,7.92308,0.122576
9470.480059,-16815.8043,9.523035,0.122504
9520.480059,-16815.8043,9.358049,0.115328
9570.480059,-16815.8043,8.160044,0.118363
9620.480059,-16815.8043,7.63163,0.125589
9670.480059,-16815.8043,7.925782,0.137542
6420.480059,-16765.8043,9.439428,0.133524
6470.480059,-16765.8043,9.23566,0.114968
6520.480059,-16765.8043,8.424246,0.106007
6570.480059,-16765.8043,8.177979,0.105885
6620.480059,-16765.8043,7.557925,0.10365
6670.480059,-16765.8043,6.751806,0.092345
6720.480059,-16765.8043,6.556589,0.085282
6770.480059,-16765.8043,6.839304,0.088842
6820.480059,-16765.8043,7.362283,0.09997
6870.480059,-16765.8043,7.529612,0.105768
6920.480059,-16765.8043,7.614891,0.110191
6970.480059,-16765.8043,8.263256,0.11882
7020.480059,-16765.8043,8.20855,0.117881
7070.480059,-16765.8043,7.337061,0.105945
7120.480059,-16765.8043,6.911859,0.098506
7170.480059,-16765.8043,7.144708,0.104676
7220.480059,-16765.8043,7.294608,0.110598
7270.480059,-16765.8043,7.256268,0.110802
7320.480059,-16765.8043,8.311994,0.119653
7370.480059,-16765.8043,9.709658,0.119625
7420.480059,-16765.8043,8.995608,0.129109
7470.480059,-16765.8043,8.039418,0.123577
7520.480059,-16765.8043,8.109809,0.118489
7570.480059,-16765.8043,8.024391,0.110805
7620.480059,-16765.8043,8.127434,0.106261
7670.480059,-16765.8043,8.133556,0.111573
7720.480059,-16765.8043,8.048706,0.118641
7770.480059,-16765.8043,8.838202,0.12201
7820.480059,-16765.8043,8.832291,0.119674
7870.480059,-16765.8043,8.854764,0.122927
7920.480059,-16765.8043,9.705997,0.124178
7970.480059,-16765.8043,10.06827,0.119145
8020.480059,-16765.8043,9.659462,0.12325
8070.480059,-16765.8043,8.685309,0.126892
8120.480059,-16765.8043,7.741628,0.11718
8170.480059,-16765.8043,7.484525,0.112828
8220.480059,-16765.8043,8.015148,0.127101
8270.480059,-16765.8043,8.371532,0.137531
8320.480059,-16765.8043,8.158314,0.132574
8370.480059,-16765.8043,8.068621,0.12764
8420.480059,-16765.8043,7.664809,0.123015
8470.480059,-16765.8043,7.826441,0.1263
8520.480059,-16765.8043,8.559238,0.13124
8570.480059,-16765.8043,8.566423,0.130707
8620.480059,-16765.8043,7.902866,0.121351
8670.480059,-16765.8043,7.9225,0.11639
8720.480059,-16765.8043,7.886385,0.117435
8770.480059,-16765.8043,7.671914,0.11792
8820.480059,-16765.8043,8.336765,0.119765
8870.480059,-16765.8043,9.119078,0.114884
8920.480059,-16765.8043,8.482793,0.112882
8970.480059,-16765.8043,7.540875,0.108617
9020.480059,-16765.8043,8.328707,0.120547
9070.480059,-16765.8043,10.937986,0.100751
9120.480059,-16765.8043,12.072773,0.091846
9170.480059,-16765.8043,11.712844,0.091399
9220.480059,-16765.8043,10.929372,0.102739
9270.480059,-16765.8043,9.093226,0.121159
9320.480059,-16765.8043,7.425477,0.11075
9370.480059,-16765.8043,6.813684,0.102375
9420.480059,-16765.8043,7.492953,0.119318
9470.480059,-16765.8043,9.079861,0.130194
9520.480059,-16765.8043,9.028706,0.120623
9570.480059,-16765.8043,7.853796,0.115967
9620.480059,-16765.8043,7.38722,0.116856
9670.480059,-16765.8043,7.521777,0.121691
6420.480059,-16715.8043,8.907109,0.12638
6470.480059,-16715.8043,8.642538,0.112722
6520.480059,-16715.8043,7.622089,0.101651
6570.480059,-16715.8043,6.974062,0.097057
6620.480059,-16715.8043,6.599814,0.094602
6670.480059,-16715.8043,6.346757,0.090513
6720.480059,-16715.8043,6.370057,0.087206
6770.480059,-16715.8043,6.639428,0.088204
6820.480059,-16715.8043,7.2123,0.097897
6870.480059,-16715.8043,7.771498,0.107386
6920.480059,-16715.8043,8.05003,0.113872
6970.480059,-16715.8043,9.025486,0.121988
7020.480059,-16715.8043,9.226837,0.122139
7070.480059,-16715.8043,7.95633,0.115219
7120.480059,-16715.8043,7.269692,0.104333
7170.480059,-16715.8043,7.62236,0.111194
7220.480059,-16715.8043,7.766269,0.117965
7270.480059,-16715.8043,7.394619,0.11481
7320.480059,-16715.8043,8.154814,0.120971
7370.480059,-16715.8043,9.34929,0.120416
7420.480059,-16715.8043,9.145314,0.128833
7470.480059,-16715.8043,8.351304,0.128644
7520.480059,-16715.8043,7.889772,0.118632
7570.480059,-16715.8043,7.583737,0.11127
7620.480059,-16715.8043,7.853217,0.113098
7670.480059,-16715.8043,7.99036,0.117931
7720.480059,-16715.8043,7.860661,0.123054
7770.480059,-16715.8043,8.619303,0.131261
7820.480059,-16715.8043,8.73062,0.128164
7870.480059,-16715.8043,8.57603,0.127676
7920.480059,-16715.8043,8.392919,0.126996
7970.480059,-16715.8043,7.880588,0.120832
8020.480059,-16715.8043,7.907765,0.120937
8070.480059,-16715.8043,8.156579,0.120275
8120.480059,-16715.8043,7.95239,0.113588
8170.480059,-16715.8043,7.68358,0.111266
8220.480059,-16715.8043,8.050408,0.121051
8270.480059,-16715.8043,8.695235,0.134215
8320.480059,-16715.8043,8.572986,0.136024
8370.480059,-16715.8043,8.074095,0.127177
8420.480059,-16715.8043,7.561556,0.118181
8470.480059,-16715.8043,7.582678,0.118787
8520.480059,-16715.8043,8.027106,0.125519
8570.480059,-16715.8043,8.077583,0.126109
8620.480059,-16715.8043,7.73723,0.118104
8670.480059,-16715.8043,7.871496,0.114737
8720.480059,-16715.8043,7.96279,0.115589
8770.480059,-16715.8043,8.065795,0.117899
8820.480059,-16715.8043,8.299898,0.117097
8870.480059,-16715.8043,8.327429,0.115363
8920.480059,-16715.8043,8.098713,0.113769
8970.480059,-16715.8043,7.482046,0.107455
9020.480059,-16715.8043,7.661684,0.109941
9070.480059,-16715.8043,9.57696,0.108514
9120.480059,-16715.8043,11.551177,0.079672
9170.480059,-16715.8043,12.253871,0.097909
9220.480059,-16715.8043,11.520898,0.095567
9270.480059,-16715.8043,9.382185,0.11584
9320.480059,-16715.8043,7.831045,0.111096
9370.480059,-16715.8043,7.531397,0.112531
9420.480059,-16715.8043,8.38977,0.129375
9470.480059,-16715.8043,9.311592,0.131629
9520.480059,-16715.8043,9.159066,0.124459
9570.480059,-16715.8043,8.405129,0.123763
9620.480059,-16715.8043,8.023398,0.121652
9670.480059,-16715.8043,7.936503,0.11728
6420.480059,-16665.8043,7.581354,0.107058
6470.480059,-16665.8043,7.717835,0.104994
6520.480059,-16665.8043,7.046861,0.095843
6570.480059,-16665.8043,6.446556,0.089786
6620.480059,-16665.8043,6.359527,0.091118
6670.480059,-16665.8043,6.469164,0.093211
6720.480059,-16665.8043,6.459146,0.091011
6770.480059,-16665.8043,6.500216,0.090001
6820.480059,-16665.8043,7.021977,0.098879
6870.480059,-16665.8043,7.823328,0.107214
6920.480059,-16665.8043,8.025126,0.111685
6970.480059,-16665.8043,8.666682,0.123431
7020.480059,-16665.8043,8.7616,0.127841
7070.480059,-16665.8043,7.53885,0.115908
7120.480059,-16665.8043,6.992907,0.103584
7170.480059,-16665.8043,7.501015,0.112084
7220.480059,-16665.8043,7.760197,0.118888
7270.480059,-16665.8043,7.510248,0.117131
7320.480059,-16665.8043,8.437673,0.121787
7370.480059,-16665.8043,9.680976,0.113135
7420.480059,-16665.8043,10.288996,0.112153
7470.480059,-16665.8043,9.90223,0.118515
7520.480059,-16665.8043,8.887023,0.116365
7570.480059,-16665.8043,8.279283,0.114845
7620.480059,-16665.8043,8.228494,0.116446
7670.480059,-16665.8043,7.859716,0.115507
7720.480059,-16665.8043,7.48952,0.114026
7770.480059,-16665.8043,8.526744,0.129038
7820.480059,-16665.8043,9.988489,0.124491
7870.480059,-16665.8043,10.285317,0.118617
7920.480059,-16665.8043,9.008313,0.125189
7970.480059,-16665.8043,7.557205,0.113096
8020.480059,-16665.8043,7.414726,0.110191
8070.480059,-16665.8043,7.950864,0.113311
8120.480059,-16665.8043,8.449206,0.110671
8170.480059,-16665.8043,8.494409,0.112921
8220.480059,-16665.8043,8.098589,0.119451
8270.480059,-16665.8043,7.937676,0.128157
8320.480059,-16665.8043,7.834302,0.130633
8370.480059,-16665.8043,7.952045,0.123446
8420.480059,-16665.8043,7.886125,0.113854
8470.480059,-16665.8043,7.612124,0.109831
8520.480059,-16665.8043,7.646395,0.114414
8570.480059,-16665.8043,8.050039,0.123478
8620.480059,-16665.8043,8.091333,0.121811
8670.480059,-16665.8043,8.206612,0.115747
8720.480059,-16665.8043,8.37329,0.111915
8770.480059,-16665.8043,9.040368,0.111214
8820.480059,-16665.8043,9.013263,0.115357
8870.480059,-16665.8043,8.383385,0.116636
8920.480059,-16665.8043,8.685475,0.111822
8970.480059,-16665.8043,8.402452,0.104908
9020.480059,-16665.8043,7.767591,0.101103
9070.480059,-16665.8043,8.444702,0.107011
9120.480059,-16665.8043,9.740978,0.101734
9170.480059,-16665.8043,10.731992,0.095493
9220.480059,-16665.8043,10.858508,0.099781
9270.480059,-16665.8043,9.484136,0.115065
9320.480059,-16665.8043,8.453137,0.11653
9370.480059,-16665.8043,8.497287,0.122883
9420.480059,-16665.8043,9.44538,0.13258
9470.480059,-16665.8043,10.051378,0.127361
9520.480059,-16665.8043,9.575224,0.125083
9570.480059,-16665.8043,8.910126,0.12815
9620.480059,-16665.8043,8.535932,0.125832
9670.480059,-16665.8043,8.365086,0.120164
6420.480059,-16615.8043,6.829642,0.096944
6470.480059,-16615.8043,7.5409,0.103216
6520.480059,-16615.8043,7.236283,0.096919
6570.480059,-16615.8043,6.64742,0.091028
6620.480059,-16615.8043,6.632322,0.093076
6670.480059,-16615.8043,6.806469,0.095371
6720.480059,-16615.8043,6.594307,0.091484
6770.480059,-16615.8043,6.392731,0.089626
6820.480059,-16615.8043,6.787715,0.100005
6870.480059,-16615.8043,7.535792,0.110221
6920.480059,-16615.8043,7.486531,0.111058
6970.480059,-16615.8043,7.273267,0.112533
7020.480059,-16615.8043,7.312271,0.113618
7070.480059,-16615.8043,7.145805,0.10841
7120.480059,-16615.8043,7.08563,0.104723
7170.480059,-16615.8043,7.532369,0.110673
7220.480059,-16615.8043,7.667179,0.113828
7270.480059,-16615.8043,7.808796,0.117044
7320.480059,-16615.8043,9.261038,0.119604
7370.480059,-16615.8043,10.71906,0.098082
7420.480059,-16615.8043,11.748474,0.08812
7470.480059,-16615.8043,11.568493,0.091574
7520.480059,-16615.8043,10.381147,0.09861
7570.480059,-16615.8043,9.571877,0.109073
7620.480059,-16615.8043,9.059192,0.115085
7670.480059,-16615.8043,8.35599,0.117363
7720.480059,-16615.8043,7.631353,0.112737
7770.480059,-16615.8043,8.437918,0.122777
7820.480059,-16615.8043,10.196579,0.114296
7870.480059,-16615.8043,10.741062,0.10159
7920.480059,-16615.8043,9.694297,0.11317
7970.480059,-16615.8043,8.071734,0.114428
8020.480059,-16615.8043,7.725976,0.110477
8070.480059,-16615.8043,8.260335,0.113792
8120.480059,-16615.8043,9.166695,0.110107
8170.480059,-16615.8043,9.654535,0.109028
8220.480059,-16615.8043,8.929101,0.12621
8270.480059,-16615.8043,7.98184,0.133186
8320.480059,-16615.8043,7.487264,0.128089
8370.480059,-16615.8043,7.951131,0.124173
8420.480059,-16615.8043,8.635338,0.118651
8470.480059,-16615.8043,8.454901,0.11578
8520.480059,-16615.8043,8.017298,0.115893
8570.480059,-16615.8043,8.457369,0.126993
8620.480059,-16615.8043,8.781259,0.129783
8670.480059,-16615.8043,8.619551,0.11896
8720.480059,-16615.8043,8.627021,0.108331
8770.480059,-16615.8043,9.67968,0.099158
8820.480059,-16615.8043,9.734799,0.110005
8870.480059,-16615.8043,8.534053,0.119729
8920.480059,-16615.8043,8.76129,0.112666
8970.480059,-16615.8043,8.832822,0.104082
9020.480059,-16615.8043,7.965103,0.102319
9070.480059,-16615.8043,7.861925,0.106647
9120.480059,-16615.8043,8.071836,0.113723
9170.480059,-16615.8043,8.649855,0.121073
9220.480059,-16615.8043,9.313347,0.121502
9270.480059,-16615.8043,8.689498,0.119464
9320.480059,-16615.8043,8.189104,0.115784
9370.480059,-16615.8043,8.301112,0.119278
9420.480059,-16615.8043,9.38361,0.129401
9470.480059,-16615.8043,10.71885,0.125134
9520.480059,-16615.8043,10.283969,0.126506
9570.480059,-16615.8043,9.124817,0.128437
9620.480059,-16615.8043,8.185576,0.123462
9670.480059,-16615.8043,7.443135,0.115476
6420.480059,-16565.8043,6.701046,0.098889
6470.480059,-16565.8043,7.755262,0.107821
6520.480059,-16565.8043,7.751241,0.098047
6570.480059,-16565.8043,7.185357,0.092516
6620.480059,-16565.8043,6.946478,0.094527
6670.480059,-16565.8043,6.801707,0.095253
6720.480059,-16565.8043,6.469526,0.090515
6770.480059,-16565.8043,6.26327,0.088924
6820.480059,-16565.8043,6.578097,0.099324
6870.480059,-16565.8043,7.394067,0.113516
6920.480059,-16565.8043,7.562487,0.116058
6970.480059,-16565.8043,6.910702,0.106977
7020.480059,-16565.8043,6.939012,0.105181
7070.480059,-16565.8043,7.539209,0.111225
7120.480059,-16565.8043,7.895429,0.111445
7170.480059,-16565.8043,8.063247,0.112095
7220.480059,-16565.8043,8.128007,0.116158
7270.480059,-16565.8043,8.68358,0.122078
7320.480059,-16565.8043,10.164011,0.114389
7370.480059,-16565.8043,11.156366,0.096816
7420.480059,-16565.8043,12.142132,0.096874
7470.480059,-16565.8043,12.635834,0.118806
7520.480059,-16565.8043,11.97361,0.096803
7570.480059,-16565.8043,10.814067,0.095513
7620.480059,-16565.8043,9.856078,0.108576
