X,Y,FWHM,FWHM Error
9570.480059,-17165.8043,9.965084,0.105651
9620.480059,-17165.8043,8.969305,0.117212
9670.480059,-17165.8043,8.321957,0.124926
6420.480059,-17115.8043,6.755768,0.092852
6470.480059,-17115.8043,7.149227,0.100065
6520.480059,-17115.8043,7.762824,0.104839
6570.480059,-17115.8043,8.39258,0.101486
6620.480059,-17115.8043,8.252601,0.098342
6670.480059,-17115.8043,7.653924,0.097647
6720.480059,-17115.8043,7.574487,0.102123
6770.480059,-17115.8043,7.647535,0.10739
6820.480059,-17115.8043,7.899006,0.111539
6870.480059,-17115.8043,9.027052,0.115767
6920.480059,-17115.8043,10.185138,0.109821
6970.480059,-17115.8043,9.971105,0.115801
7020.480059,-17115.8043,8.585438,0.11908
7070.480059,-17115.8043,8.224221,0.115684
7120.480059,-17115.8043,8.731412,0.118945
7170.480059,-17115.8043,8.719896,0.122672
7220.480059,-17115.8043,8.74281,0.128736
7270.480059,-17115.8043,8.738656,0.132331
7320.480059,-17115.8043,7.771148,0.119605
7370.480059,-17115.8043,7.274513,0.103529
7420.480059,-17115.8043,7.496522,0.098854
7470.480059,-17115.8043,7.923982,0.103541
7520.480059,-17115.8043,8.575434,0.114775
7570.480059,-17115.8043,9.286169,0.116718
7620.480059,-17115.8043,8.983831,0.109652
7670.480059,-17115.8043,8.064772,0.107232
7720.480059,-17115.8043,7.474486,0.103429
7770.480059,-17115.8043,7.630253,0.105535
7820.480059,-17115.8043,8.561715,0.113674
7870.480059,-17115.8043,9.502312,0.108064
7920.480059,-17115.8043,9.728602,0.101696
7970.480059,-17115.8043,9.404905,0.110423
8020.480059,-17115.8043,8.512854,0.124741
8070.480059,-17115.8043,7.634072,0.123455
8120.480059,-17115.8043,7.379443,0.113033
8170.480059,-17115.8043,7.496865,0.104723
8220.480059,-17115.8043,8.121303,0.111265
8270.480059,-17115.8043,9.407068,0.121493
8320.480059,-17115.8043,10.273465,0.119593
8370.480059,-17115.8043,10.353983,0.112237
8420.480059,-17115.8043,9.852166,0.110153
8470.480059,-17115.8043,9.474681,0.110419
8520.480059,-17115.8043,10.077282,0.107362
8570.480059,-17115.8043,10.383417,0.106378
8620.480059,-17115.8043,9.643861,0.11631
8670.480059,-17115.8043,8.90183,0.123849
8720.480059,-17115.8043,7.861546,0.119064
8770.480059,-17115.8043,7.610144,0.113075
8820.480059,-17115.8043,8.099918,0.117965
8870.480059,-17115.8043,8.71303,0.125786
8920.480059,-17115.8043,8.377404,0.125414
8970.480059,-17115.8043,7.599162,0.110734
9020.480059,-17115.8043,7.40667,0.105664
9070.480059,-17115.8043,7.521796,0.113215
9120.480059,-17115.8043,8.809609,0.13278
9170.480059,-17115.8043,10.717817,0.127
9220.480059,-17115.8043,10.528058,0.123929
9270.480059,-17115.8043,9.221681,0.12851
9320.480059,-17115.8043,9.010369,0.127382
9370.480059,-17115.8043,9.241083,0.126172
9420.480059,-17115.8043,9.533636,0.122312
9470.480059,-17115.8043,9.673929,0.114504
9520.480059,-17115.8043,10.110708,0.098511
9570.480059,-17115.8043,10.198911,0.090147
9620.480059,-17115.8043,9.436387,0.103459
9670.480059,-17115.8043,9.274059,0.116177
6420.480059,-17065.8043,6.382353,0.086369
6470.480059,-17065.8043,6.584536,0.088894
6520.480059,-17065.8043,7.028514,0.09414
6570.480059,-17065.8043,7.768453,0.098485
6620.480059,-17065.8043,7.90098,0.09708
6670.480059,-17065.8043,7.4021,0.095981
6720.480059,-17065.8043,7.246375,0.099833
6770.480059,-17065.8043,7.263944,0.105484
6820.480059,-17065.8043,7.589922,0.111762
6870.480059,-17065.8043,8.924195,0.118394
6920.480059,-17065.8043,10.213719,0.112928
6970.480059,-17065.8043,9.996358,0.122494
7020.480059,-17065.8043,8.845502,0.123616
7070.480059,-17065.8043,8.309979,0.115751
7120.480059,-17065.8043,8.607637,0.117785
7170.480059,-17065.8043,8.187519,0.121739
7220.480059,-17065.8043,7.84738,0.121984
7270.480059,-17065.8043,7.727199,0.122272
7320.480059,-17065.8043,7.080581,0.11139
7370.480059,-17065.8043,6.939914,0.101657
7420.480059,-17065.8043,7.269102,0.095402
7470.480059,-17065.8043,7.808491,0.097334
7520.480059,-17065.8043,9.063574,0.108112
7570.480059,-17065.8043,10.045037,0.109515
7620.480059,-17065.8043,8.995885,0.110512
7670.480059,-17065.8043,7.769853,0.105803
7720.480059,-17065.8043,7.352578,0.101198
7770.480059,-17065.8043,7.516103,0.103546
7820.480059,-17065.8043,8.552735,0.112182
7870.480059,-17065.8043,9.234876,0.110036
7920.480059,-17065.8043,8.437061,0.112183
7970.480059,-17065.8043,7.650661,0.112174
8020.480059,-17065.8043,7.247956,0.113666
8070.480059,-17065.8043,7.113194,0.113262
8120.480059,-17065.8043,7.479757,0.111726
8170.480059,-17065.8043,7.955326,0.109972
8220.480059,-17065.8043,8.335796,0.113715
8270.480059,-17065.8043,8.462005,0.120392
8320.480059,-17065.8043,8.859468,0.130486
8370.480059,-17065.8043,10.516711,0.116207
8420.480059,-17065.8043,10.597117,0.105946
8470.480059,-17065.8043,8.990036,0.114237
8520.480059,-17065.8043,8.534369,0.112951
8570.480059,-17065.8043,8.407803,0.11851
8620.480059,-17065.8043,7.991269,0.12177
8670.480059,-17065.8043,8.046624,0.12352
8720.480059,-17065.8043,7.588697,0.114038
8770.480059,-17065.8043,7.411873,0.108783
8820.480059,-17065.8043,8.285256,0.12179
8870.480059,-17065.8043,9.092801,0.128499
8920.480059,-17065.8043,8.258667,0.126152
8970.480059,-17065.8043,7.641957,0.11294
9020.480059,-17065.8043,7.791844,0.107788
9070.480059,-17065.8043,7.525794,0.106298
9120.480059,-17065.8043,7.686024,0.114686
9170.480059,-17065.8043,8.701967,0.127149
9220.480059,-17065.8043,8.946208,0.126355
9270.480059,-17065.8043,8.26108,0.11929
9320.480059,-17065.8043,8.007334,0.115939
9370.480059,-17065.8043,8.279942,0.119394
9420.480059,-17065.8043,8.85068,0.1214
9470.480059,-17065.8043,9.600927,0.117525
9520.480059,-17065.8043,10.599352,0.105061
9570.480059,-17065.8043,10.819622,0.09602
9620.480059,-17065.8043,10.049696,0.105612
9670.480059,-17065.8043,9.811723,0.116308
6420.480059,-17015.8043,6.365894,0.082665
6470.480059,-17015.8043,6.636806,0.086093
6520.480059,-17015.8043,7.122492,0.092458
6570.480059,-17015.8043,7.663697,0.098782
6620.480059,-17015.8043,7.803786,0.09975
6670.480059,-17015.8043,7.383212,0.097856
6720.480059,-17015.8043,7.214557,0.100576
6770.480059,-17015.8043,7.172531,0.105038
6820.480059,-17015.8043,7.208433,0.107075
6870.480059,-17015.8043,8.089538,0.114306
6920.480059,-17015.8043,9.362708,0.116588
